"HUMAN_CONDITION","ROAD_CLASS","HIT_AND_RUN","TRAIN","PEDESTRIAN","INTERSECTION","MANNER_OF_COLLISION","ROADWAY_SURFACE","ROADWAY_DESIGN","ALIGNMENT","PRIMARY_FACTOR","SECONDARY_FACTOR","WEATHER","LOCATION_TYPE","ROADWAY_RELATION","ACCESS_CONTROL","LIGHTING"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","OTHER","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","CONDITION OF DRIVER","VIOLATIONS","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","TRUE","FALSE","FALSE","TRUE","OTHER","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","VIOLATIONS","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","TRUE","REAR END","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","CITY STREET","TRUE","FALSE","FALSE","FALSE","OTHER","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","UNKNOWN","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","UNKNOWN"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","OTHER","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","MOVEMENT PRIOR TO CRASH","","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH A PHYSICAL BARRIER","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","NON-COLLISION WITH MOTOR VEHICLE","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","PARTIAL CONTROL LIMITED ACCESS TO ROADWAY","DAYLIGHT"
"NONE","OFF ROAD / PRIVATE PROPERTY","FALSE","FALSE","TRUE","FALSE","NON-COLLISION WITH MOTOR VEHICLE","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","PEDESTRIAN ACTIONS","MOVEMENT PRIOR TO CRASH","CLOUDY","BUSINESS, MIXED RESIDENTIAL","OTHER","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","OTHER","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"INJURY","INTERSTATE","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL ELEVATED","VIOLATIONS","VIOLATIONS","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","U.S. HWY","TRUE","FALSE","FALSE","FALSE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","U.S. HWY","FALSE","FALSE","FALSE","TRUE","","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","TRUE","FALSE","FALSE","FALSE","REAR END","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","OFF ROAD / PRIVATE PROPERTY","TRUE","FALSE","FALSE","TRUE","OTHER","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS, MIXED RESIDENTIAL","OTHER","UNKNOWN","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","LEFT TURN","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","VIOLATIONS","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","OFF ROAD / PRIVATE PROPERTY","FALSE","FALSE","FALSE","FALSE","OTHER","DRY","OTHER","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","RESIDENTIAL DISTRICT","OTHER","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","NON-COLLISION WITH MOTOR VEHICLE","DRY","TWO-WAY ROAD WITH A PHYSICAL BARRIER","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","OFF ROAD / PRIVATE PROPERTY","TRUE","FALSE","FALSE","FALSE","SIDESWIPE SAME","DRY","OTHER","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","OTHER","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","TRUE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","VIOLATIONS","CLEAR","MANUFACTURING OR INDUSTRIAL","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","U.S. HWY","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","LEFT TURN","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","OTHER","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL ELEVATED","VEHICLE CONDITIONS","VEHICLE CONDITIONS","CLEAR","RESIDENTIAL SCATTERED","ON ROADWAY","UNKNOWN","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","OTHER","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VEHICLE CONDITIONS","VEHICLE CONDITIONS","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","OFF ROAD / PRIVATE PROPERTY","TRUE","FALSE","FALSE","FALSE","OTHER","DRY","OTHER","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","U.S. HWY","FALSE","FALSE","FALSE","FALSE","OTHER","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","PARTIAL CONTROL LIMITED ACCESS TO ROADWAY","DARK - CONTINUOUS STREET LIGHT"
"NONE","CITY STREET","TRUE","FALSE","FALSE","TRUE","RIGHT ANGLE","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","TRUE","SIDESWIPE SAME","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL ELEVATED","VIOLATIONS","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DARK - CONTINUOUS STREET LIGHT"
"NONE","U.S. HWY","TRUE","FALSE","FALSE","TRUE","RIGHT ANGLE","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLOUDY","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","INTERSTATE","TRUE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","CITY STREET","TRUE","FALSE","FALSE","FALSE","OTHER","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","VIOLATIONS","CLEAR","BUSINESS, MIXED RESIDENTIAL","BEYOND SHOULDER - RIGHT","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","CITY STREET","TRUE","FALSE","FALSE","TRUE","RIGHT ANGLE","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","CONDITION OF DRIVER","VIOLATIONS","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - STREET LIGHT AT INTERSECTION ONLY"
"NONE","CITY STREET","TRUE","FALSE","FALSE","FALSE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - STREET LIGHT AT INTERSECTION ONLY"
"NONE","OFF ROAD / PRIVATE PROPERTY","FALSE","FALSE","FALSE","TRUE","OTHER","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","OTHER","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","VIOLATIONS","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","RIGHT ANGLE","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","MOVEMENT PRIOR TO CRASH","CONDITION OF PEDESTRIAN","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","TRUE","SIDESWIPE SAME","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","STATE HWY","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","STATE HWY","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","MOVEMENT PRIOR TO CRASH","","CLOUDY","BUSINESS CONTINUOUS","ON ROADWAY","PARTIAL CONTROL LIMITED ACCESS TO ROADWAY","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","STATE HWY","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","CURVE-LEVEL","MOVEMENT PRIOR TO CRASH","VIOLATIONS","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","OFF ROAD / PRIVATE PROPERTY","TRUE","FALSE","FALSE","FALSE","OTHER","DRY","OTHER","STRAIGHT-LEVEL","VEHICLE CONDITIONS","MOVEMENT PRIOR TO CRASH","CLEAR","RESIDENTIAL SCATTERED","OTHER","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","STATE HWY","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","MOVEMENT PRIOR TO CRASH","VIOLATIONS","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","CONDITION OF DRIVER","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","OTHER","DRY","OTHER","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","OTHER","SHOULDER","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","TRUE","FALSE","FALSE","FALSE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL ELEVATED","MOVEMENT PRIOR TO CRASH","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","STATE HWY","FALSE","FALSE","FALSE","TRUE","NON-COLLISION WITH MOTOR VEHICLE","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS, MIXED RESIDENTIAL","BEYOND SHOULDER - RIGHT","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","OTHER","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","RESIDENTIAL DISTRICT","SHOULDER","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","OFF ROAD / PRIVATE PROPERTY","FALSE","FALSE","FALSE","FALSE","OTHER","DRY","UNKNOWN","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS CONTINUOUS","OTHER","UNKNOWN","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","OTHER","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","PARTIAL CONTROL LIMITED ACCESS TO ROADWAY","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH A PHYSICAL BARRIER","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","MANUFACTURING OR INDUSTRIAL","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","OFF ROAD / PRIVATE PROPERTY","TRUE","FALSE","FALSE","FALSE","OTHER","DRY","","STRAIGHT-LEVEL ELEVATED","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLOUDY","RESIDENTIAL DISTRICT","","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","UNKNOWN"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","RIGHT ANGLE","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","VIOLATIONS","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"INJURY","STATE HWY","FALSE","FALSE","FALSE","TRUE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","CONDITION OF DRIVER","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","STATE HWY","TRUE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","VIOLATIONS","CLEAR","BUSINESS, MIXED RESIDENTIAL","SHOULDER","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","CITY STREET","TRUE","FALSE","FALSE","TRUE","RIGHT ANGLE","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","U.S. HWY","FALSE","FALSE","FALSE","TRUE","RIGHT ANGLE","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","RIGHT ANGLE","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH A PHYSICAL BARRIER","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","OTHER","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DARK - CONTINUOUS STREET LIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","RIGHT ANGLE","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","VISION OBSCUREMENTS","CLEAR","RESIDENTIAL DISTRICT","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DARK - CONTINUOUS STREET LIGHT"
"NONE","OFF ROAD / PRIVATE PROPERTY","TRUE","FALSE","FALSE","FALSE","OTHER","DRY","OTHER","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS, MIXED RESIDENTIAL","OTHER","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","VISION OBSCUREMENTS","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","TRUE","REAR END","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","MOVEMENT PRIOR TO CRASH","VIOLATIONS","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","STATE HWY","TRUE","FALSE","FALSE","TRUE","SIDESWIPE SAME","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","CONDITION OF DRIVER","","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","","DRY","TWO-WAY ROAD WITH A PHYSICAL BARRIER","STRAIGHT-LEVEL","MOVEMENT PRIOR TO CRASH","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","",""
"NONE","OFF ROAD / PRIVATE PROPERTY","FALSE","FALSE","FALSE","FALSE","","DRY","OTHER","STRAIGHT-LEVEL","MOVEMENT PRIOR TO CRASH","","CLEAR","BUSINESS CONTINUOUS","BEYOND RIGHT OF WAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","NON-COLLISION WITH MOTOR VEHICLE","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","CITY STREET","TRUE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","OPEN COUNTRY","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","SIDESWIPE SAME","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","VIOLATIONS","VIOLATIONS","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","CITY STREET","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","MOVEMENT PRIOR TO CRASH","VIOLATIONS","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
"NONE","INTERSTATE","FALSE","FALSE","FALSE","FALSE","REAR END","DRY","ONE-WAY ROAD","STRAIGHT-LEVEL","ROADWAY CONDITION","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS CONTINUOUS","ON ROADWAY","FULL CONTROL (ONLY RAMP ENTRANCE & EXIT)","DAYLIGHT"
"NONE","STATE HWY","TRUE","FALSE","FALSE","TRUE","REAR END","DRY","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","STRAIGHT-LEVEL","VIOLATIONS","MOVEMENT PRIOR TO CRASH","CLEAR","BUSINESS, MIXED RESIDENTIAL","ON ROADWAY","NO CONTROL (UNLIMITED ACCESS TO ROADWAY)","DAYLIGHT"
